application_id,age,city_tier,employment_type,employment_years,annual_income_inr,residence_type,bureau_score,credit_inquiries_6m,overdue_accounts,existing_emi_inr,bank_balance_inr,loan_type,loan_amount_inr,loan_term_months,interest_rate,proposed_emi_inr,foir,loan_to_income_ratio,default
INR0051105,41,Bengaluru,Salaried,6.3,665970.0,Rented,717.0,0,0,22700.0,88691.0,Personal Loan,222676.0,12,11.43,19725.0,0.7645,0.3344,0
INR0028261,48,Tier 2/3,Salaried,24.5,340905.0,Owned,794.0,0,0,6204.0,9118.0,Consumer Durable,165165.0,60,8.54,3392.0,0.3378,0.4845,0
INR0013335,33,Bengaluru,Salaried,5.3,375895.0,Rented,662.0,2,2,7906.0,7869.0,Home Improvement,29907.0,60,18.05,760.0,0.2767,0.0796,0
INR0052586,56,Delhi NCR,Self Employed,31.9,1160519.0,Rented,680.0,0,0,6120.0,199679.0,Personal Loan,213059.0,18,14.89,13281.0,0.2006,0.1836,0
INR0027342,38,Hyderabad,Self Employed,9.0,915176.0,Rented,608.0,0,2,9300.0,87053.0,Two Wheeler,390540.0,24,20.07,19890.0,0.3827,0.4267,0
INR0052683,44,Bengaluru,Self Employed,8.8,583951.0,Family Owned,555.0,2,1,7984.0,39514.0,Business Loan,245350.0,24,21.39,12655.0,0.4241,0.4202,0
INR0016977,27,Kolkata,Contract,0.0,212207.0,Family Owned,545.0,2,2,5280.0,8005.0,Consumer Durable,68205.0,12,21.4,6364.0,0.6584,0.3214,1
INR0002057,50,Chennai,Salaried,23.7,227510.0,Rented,699.0,0,0,2644.0,69780.0,Two Wheeler,37387.0,36,14.75,1291.0,0.2076,0.1643,0
INR0071951,27,Tier 2/3,Salaried,4.5,388100.0,Family Owned,638.0,1,2,7726.0,89769.0,Two Wheeler,72792.0,24,19.72,3695.0,0.3531,0.1876,0
INR0024717,40,Chennai,Salaried,14.7,969237.0,Rented,708.0,1,0,6230.0,241333.0,Business Loan,439013.0,60,11.89,9741.0,0.1977,0.4529,0
INR0069971,52,Tier 2/3,Salaried,21.9,360705.0,Owned,685.0,0,0,2187.0,77434.0,Consumer Durable,102715.0,12,15.87,9313.0,0.3826,0.2848,0
INR0063323,53,Tier 2/3,Salaried,29.6,571607.0,Family Owned,731.0,0,0,3343.0,200984.0,Personal Loan,167295.0,24,13.4,7985.0,0.2378,0.2927,0
INR0055688,35,Hyderabad,Salaried,3.6,681748.0,Rented,613.0,1,2,20141.0,155657.0,Personal Loan,182944.0,60,18.74,4720.0,0.4376,0.2683,0
INR0015163,26,Bengaluru,Salaried,0.0,804151.0,Family Owned,537.0,1,0,17058.0,73420.0,Two Wheeler,401486.0,36,19.1,14737.0,0.4745,0.4993,0
INR0078038,58,Mumbai,Salaried,35.0,1884894.0,Rented,760.0,0,0,13358.0,113678.0,Consumer Durable,664611.0,24,9.52,30521.0,0.2794,0.3526,0
INR0063916,25,Tier 2/3,Salaried,0.0,494042.0,Rented,650.0,1,0,3127.0,70717.0,Personal Loan,217957.0,24,16.23,10696.0,0.3357,0.4412,0
INR0096078,65,Mumbai,Professional,40.0,945575.0,Owned,713.0,0,0,10137.0,25913.0,Two Wheeler,118464.0,24,12.45,5602.0,0.1997,0.1253,0
INR0013045,35,Kolkata,Self Employed,0.0,564509.0,Family Owned,650.0,1,0,11379.0,60943.0,Two Wheeler,34552.0,24,14.88,1673.0,0.2775,0.0612,0
INR0095598,28,Delhi NCR,Salaried,0.6,461373.0,Owned,592.0,0,0,18153.0,60783.0,Home Improvement,163162.0,24,15.22,7929.0,0.6784,0.3536,0
INR0063795,28,Pune,Professional,0.0,502659.0,Rented,538.0,2,2,10935.0,65318.0,Business Loan,137703.0,60,22.01,3804.0,0.3519,0.274,0
INR0030771,53,Tier 2/3,Self Employed,14.6,1006085.0,Rented,563.0,0,2,34168.0,100072.0,Personal Loan,482567.0,36,20.25,17994.0,0.6222,0.4796,0
INR0062149,37,Mumbai,Self Employed,14.1,1750653.0,Rented,636.0,2,0,20297.0,154512.0,Two Wheeler,580879.0,24,16.88,28685.0,0.3358,0.3318,0
INR0003247,63,Tier 2/3,Salaried,30.2,504219.0,Owned,778.0,0,0,5463.0,67960.0,Personal Loan,159155.0,36,8.11,4996.0,0.2489,0.3156,0
INR0005813,31,Ahmedabad,Self Employed,0.0,284187.0,Rented,531.0,8,1,4112.0,20522.0,Consumer Durable,170981.0,24,24.61,9092.0,0.5576,0.6017,1
INR0009665,61,Kolkata,Salaried,22.3,276706.0,Owned,743.0,0,0,1689.0,38726.0,Personal Loan,114816.0,18,11.9,6997.0,0.3767,0.4149,0
INR0079152,47,Delhi NCR,Salaried,19.7,844270.0,Family Owned,645.0,2,1,33972.0,44865.0,Consumer Durable,885279.0,36,16.87,31505.0,0.9307,1.0486,0
INR0047391,38,Hyderabad,Professional,11.8,1342075.0,Owned,740.0,0,1,13506.0,431470.0,Consumer Durable,549098.0,36,11.13,18010.0,0.2818,0.4091,0
INR0047240,29,Ahmedabad,Salaried,2.7,1175985.0,Family Owned,643.0,1,1,17348.0,126594.0,Consumer Durable,431130.0,36,15.02,14949.0,0.3296,0.3666,0
INR0080811,61,Ahmedabad,Salaried,32.3,763026.0,Rented,698.0,1,0,3058.0,80715.0,Business Loan,332428.0,24,11.69,15600.0,0.2934,0.4357,0
INR0060586,34,Pune,Salaried,1.3,269824.0,Rented,575.0,1,2,7741.0,11827.0,Personal Loan,166785.0,24,20.75,8550.0,0.7245,0.6181,0
INR0012858,21,Tier 2/3,Salaried,0.0,224985.0,Rented,626.0,4,1,14820.0,62272.0,Business Loan,194063.0,24,20.72,9946.0,1.25,0.8626,1
INR0057333,41,Pune,Contract,13.2,794260.0,Family Owned,740.0,0,0,9573.0,24578.0,Consumer Durable,124618.0,48,11.4,3245.0,0.1937,0.1569,0
INR0026331,31,Tier 2/3,Salaried,0.0,378644.0,Rented,578.0,2,0,5109.0,13950.0,Consumer Durable,93238.0,36,19.23,3429.0,0.2706,0.2462,0
INR0040911,44,Mumbai,Self Employed,12.6,478511.0,Family Owned,657.0,0,0,26890.0,22265.0,Business Loan,93503.0,12,17.91,8568.0,0.8892,0.1954,0
INR0047727,61,Tier 2/3,Salaried,32.2,323850.0,Owned,763.0,0,0,2833.0,37510.0,Consumer Durable,368238.0,36,11.32,12111.0,0.5538,1.1371,0
INR0050726,55,Mumbai,Salaried,22.7,933190.0,Rented,716.0,0,0,6597.0,142589.0,Personal Loan,735134.0,36,10.62,23935.0,0.3926,0.7878,0
INR0019336,37,Tier 2/3,Salaried,9.9,380110.0,Rented,586.0,3,0,2952.0,65934.0,Consumer Durable,124010.0,60,19.41,3245.0,0.1957,0.3262,0
INR0025336,40,Mumbai,Salaried,16.0,1490847.0,Owned,811.0,0,0,51771.0,344186.0,Business Loan,2140641.0,18,8.0,126598.0,1.25,1.4359,0
INR0042507,33,Hyderabad,Professional,0.4,525830.0,Rented,663.0,0,1,18784.0,64862.0,Personal Loan,644821.0,24,16.24,31645.0,1.1509,1.2263,0
INR0068300,23,Pune,Professional,0.0,1373884.0,Rented,589.0,0,1,19039.0,429675.0,Personal Loan,323759.0,12,21.14,30168.0,0.4298,0.2357,0
INR0010255,64,Bengaluru,Salaried,35.7,270254.0,Family Owned,722.0,0,0,2468.0,18872.0,Personal Loan,28178.0,36,10.19,912.0,0.15,0.1043,0
INR0057455,28,Hyderabad,Salaried,3.2,491827.0,Family Owned,551.0,2,0,20464.0,21553.0,Personal Loan,136478.0,24,18.32,6835.0,0.6661,0.2775,0
INR0030598,28,Ahmedabad,Salaried,0.0,314064.0,Rented,443.0,1,2,14013.0,24043.0,Home Improvement,26266.0,60,24.5,763.0,0.5646,0.0836,1
INR0084064,62,Tier 2/3,Salaried,35.5,268933.0,Rented,655.0,1,0,1142.0,48491.0,Personal Loan,83409.0,60,13.53,1920.0,0.1367,0.3101,0
INR0058965,43,Ahmedabad,Salaried,15.0,1035288.0,Owned,610.0,1,2,46212.0,100614.0,Two Wheeler,279392.0,12,21.47,26078.0,0.8379,0.2699,0
INR0089641,55,Chennai,Contract,23.0,3030231.0,Rented,775.0,0,0,65014.0,379664.0,Consumer Durable,1032864.0,48,8.84,25623.0,0.3589,0.3409,0
INR0096855,50,Mumbai,Salaried,17.4,881158.0,Rented,682.0,1,0,1401.0,95143.0,Personal Loan,294487.0,36,11.39,9695.0,0.1511,0.3342,0
INR0086604,47,Bengaluru,Salaried,11.2,768458.0,Owned,783.0,0,0,12351.0,157152.0,Two Wheeler,216710.0,36,12.03,7201.0,0.3053,0.282,0
INR0078137,51,Pune,Self Employed,29.5,,Rented,695.0,1,0,7021.0,23944.0,Two Wheeler,72415.0,18,12.89,4446.0,0.2358,0.1241,0
INR0097323,48,Chennai,Contract,21.3,468489.0,Owned,656.0,0,0,12088.0,34265.0,Consumer Durable,123413.0,36,14.08,4223.0,0.4178,0.2634,0
INR0046487,63,Delhi NCR,Self Employed,40.0,1074044.0,Owned,788.0,0,0,51572.0,62832.0,Two Wheeler,91010.0,12,9.51,7980.0,0.6654,0.0847,0
INR0018971,23,Delhi NCR,Salaried,0.0,672880.0,Owned,636.0,2,0,8681.0,341540.0,Business Loan,113594.0,12,14.45,10224.0,0.3371,0.1688,0
INR0027843,48,Tier 2/3,Salaried,14.8,340680.0,Rented,612.0,1,1,12972.0,37167.0,Two Wheeler,60653.0,36,16.92,2160.0,0.533,0.178,0
INR0087562,65,Delhi NCR,Self Employed,37.7,1249715.0,Owned,780.0,0,0,39433.0,224022.0,Two Wheeler,511634.0,48,9.53,12862.0,0.5021,0.4094,0
INR0023820,28,Pune,Self Employed,0.0,373296.0,Rented,578.0,2,2,8383.0,21670.0,Business Loan,107171.0,12,17.63,9806.0,0.5847,0.2871,1
INR0037481,57,Mumbai,Salaried,21.5,477555.0,Rented,694.0,0,0,2637.0,185720.0,Business Loan,111256.0,48,12.57,2961.0,0.1407,0.233,0
INR0036254,32,Tier 2/3,Salaried,6.9,156857.0,Owned,641.0,2,1,2891.0,47896.0,Two Wheeler,28968.0,36,18.48,1054.0,0.3018,0.1847,1
INR0024867,26,Delhi NCR,Salaried,0.0,397967.0,Rented,567.0,4,0,2060.0,50638.0,Home Improvement,102288.0,36,21.39,3874.0,0.179,0.257,0
INR0002564,39,Pune,Salaried,9.4,517822.0,Owned,602.0,1,2,9254.0,90326.0,Consumer Durable,74883.0,12,19.63,6924.0,0.3749,0.1446,0
INR0031084,37,Chennai,Salaried,16.5,543000.0,Owned,704.0,1,0,21982.0,77620.0,Two Wheeler,39923.0,36,11.51,1317.0,0.5149,0.0735,0
INR0032481,58,Kolkata,Salaried,25.8,1004213.0,Rented,714.0,0,0,16050.0,166312.0,Personal Loan,196067.0,12,12.6,17476.0,0.4006,0.1952,0
INR0057286,43,Delhi NCR,Salaried,10.2,325367.0,Owned,638.0,3,0,7125.0,45059.0,Personal Loan,298025.0,24,16.95,14727.0,0.806,0.916,0
INR0077350,38,Ahmedabad,Self Employed,15.0,1545979.0,Rented,725.0,0,0,59787.0,122053.0,Personal Loan,860523.0,12,11.9,76415.0,1.0572,0.5566,0
INR0021835,52,Hyderabad,Salaried,25.3,528145.0,Rented,745.0,0,0,1178.0,72351.0,Consumer Durable,191312.0,36,11.98,6353.0,0.1711,0.3622,0
INR0003321,52,Chennai,Self Employed,13.6,414882.0,Family Owned,649.0,1,0,798.0,27339.0,Consumer Durable,81897.0,36,16.72,2908.0,0.1072,0.1974,0
INR0035343,61,Tier 2/3,Contract,24.0,605008.0,Rented,627.0,0,3,11367.0,36805.0,Home Improvement,125435.0,36,22.38,4815.0,0.321,0.2073,0
INR0046672,37,Kolkata,Salaried,16.1,126561.0,Rented,626.0,2,0,579.0,22190.0,Personal Loan,26505.0,60,15.58,639.0,0.1155,0.2094,0
INR0052989,60,Mumbai,Self Employed,26.0,359743.0,Owned,702.0,0,0,3657.0,112456.0,Personal Loan,53317.0,24,14.39,2570.0,0.2077,0.1482,0
INR0002707,27,Delhi NCR,Salaried,0.0,1415141.0,Family Owned,734.0,0,0,12420.0,230190.0,Business Loan,967545.0,36,11.92,32100.0,0.3775,0.6837,0
INR0069274,37,Delhi NCR,Salaried,9.8,1335848.0,Owned,699.0,0,0,48764.0,348620.0,Home Improvement,1149028.0,12,14.03,103186.0,1.25,0.8601,0
INR0029857,38,Chennai,Self Employed,12.6,908323.0,Family Owned,704.0,0,0,5022.0,116682.0,Personal Loan,85625.0,36,11.74,2833.0,0.1038,0.0943,0
INR0033515,29,Chennai,Contract,0.2,906836.0,Rented,637.0,1,0,14922.0,53319.0,Two Wheeler,181806.0,24,17.36,9020.0,0.3168,0.2005,0
INR0060525,41,Pune,Professional,9.9,512722.0,Rented,686.0,1,0,4976.0,47172.0,Home Improvement,313761.0,24,13.41,14977.0,0.467,0.612,0
INR0093704,23,Chennai,Professional,0.0,323031.0,Family Owned,604.0,1,4,17818.0,21641.0,Personal Loan,70323.0,36,21.37,2663.0,0.7608,0.2177,1
INR0090852,57,Tier 2/3,Self Employed,35.4,427116.0,Rented,744.0,0,0,20331.0,49097.0,Consumer Durable,34377.0,12,11.06,3039.0,0.6566,0.0805,0
INR0000772,32,Pune,Contract,1.6,455243.0,Family Owned,504.0,1,3,15519.0,31672.0,Consumer Durable,320831.0,12,25.1,30509.0,1.2133,0.7047,1
INR0035522,25,Tier 2/3,Salaried,0.0,531790.0,Family Owned,499.0,2,1,9117.0,55945.0,Personal Loan,163073.0,48,21.37,5082.0,0.3204,0.3066,0
INR0078010,63,Chennai,Salaried,40.0,1586879.0,Family Owned,893.0,0,0,10911.0,423996.0,Consumer Durable,305108.0,36,8.0,9561.0,0.1548,0.1923,0
INR0007935,26,Bengaluru,Salaried,0.0,197116.0,Rented,645.0,2,0,2228.0,8238.0,Personal Loan,134679.0,24,16.35,6617.0,0.5384,0.6832,1
INR0070745,65,Delhi NCR,Salaried,33.3,364637.0,Owned,726.0,0,0,15621.0,18321.0,Consumer Durable,99883.0,24,12.67,4733.0,0.6698,0.2739,0
INR0004843,38,Chennai,Self Employed,18.9,811681.0,Owned,677.0,0,0,12392.0,152609.0,Personal Loan,301850.0,24,14.03,14496.0,0.3975,0.3719,0
INR0075922,28,Pune,Salaried,9.8,569535.0,Owned,734.0,0,0,12214.0,107060.0,Personal Loan,118330.0,12,14.67,10662.0,0.482,0.2078,0
INR0085206,65,Tier 2/3,Salaried,40.0,1187708.0,Owned,717.0,1,0,32196.0,127220.0,Consumer Durable,112703.0,24,10.49,5226.0,0.3781,0.0949,0
INR0030608,47,Bengaluru,Salaried,17.0,514755.0,Rented,574.0,2,0,10238.0,104324.0,Personal Loan,482366.0,18,18.14,30810.0,0.9569,0.9371,0
INR0009676,41,Pune,Salaried,12.0,900362.0,Owned,590.0,5,1,10461.0,14415.0,Business Loan,529208.0,18,20.0,34274.0,0.5962,0.5878,0
INR0026931,29,Kolkata,Salaried,0.0,442294.0,Owned,585.0,1,1,5618.0,18766.0,Personal Loan,37650.0,24,19.37,1905.0,0.2041,0.0851,0
INR0016573,31,Delhi NCR,Salaried,10.3,650099.0,Family Owned,635.0,3,4,20374.0,101821.0,Personal Loan,65937.0,18,21.25,4310.0,0.4556,0.1014,0
INR0017905,51,Mumbai,Salaried,25.7,853436.0,Rented,639.0,0,0,16913.0,37146.0,Personal Loan,318252.0,24,17.22,15768.0,0.4595,0.3729,0
INR0021239,52,Tier 2/3,Salaried,14.9,217923.0,Owned,664.0,1,0,1403.0,17443.0,Two Wheeler,20488.0,36,13.14,692.0,0.1153,0.094,0
INR0097218,41,Tier 2/3,Salaried,16.2,919890.0,Owned,629.0,2,0,5236.0,44049.0,Personal Loan,111635.0,36,17.48,4007.0,0.1206,0.1214,0
INR0029067,38,Tier 2/3,Salaried,12.4,572093.0,Owned,575.0,4,0,14956.0,52933.0,Business Loan,176787.0,36,20.29,6596.0,0.4521,0.309,0
INR0069090,51,Tier 2/3,Professional,18.0,1011186.0,Family Owned,640.0,2,1,34281.0,244073.0,Home Improvement,195142.0,36,18.31,7085.0,0.4909,0.193,1
INR0037899,26,Mumbai,Self Employed,0.0,1024695.0,Rented,665.0,0,0,41152.0,71544.0,Personal Loan,585708.0,60,13.26,13405.0,0.6389,0.5716,0
INR0014342,54,Chennai,Self Employed,19.1,3745602.0,Owned,679.0,1,0,125851.0,629441.0,Consumer Durable,489000.0,24,12.26,23078.0,0.4771,0.1306,0
INR0079999,45,Pune,Salaried,15.4,256324.0,Rented,668.0,0,0,9324.0,66478.0,Home Improvement,197687.0,24,12.99,9397.0,0.8765,0.7712,0
INR0094767,56,Ahmedabad,Salaried,29.0,477902.0,Rented,789.0,0,0,10891.0,28187.0,Personal Loan,100988.0,36,8.0,3165.0,0.3529,0.2113,0
INR0019490,51,Chennai,Salaried,20.7,1081087.0,Rented,746.0,0,0,16990.0,275590.0,Personal Loan,162344.0,36,10.35,5265.0,0.247,0.1502,0
INR0095859,33,Tier 2/3,Salaried,0.0,807389.0,Family Owned,,0,0,12293.0,43869.0,Two Wheeler,95307.0,36,15.91,3346.0,0.2324,0.118,0
INR0040875,51,Pune,Self Employed,19.8,892635.0,Rented,589.0,0,3,26900.0,283304.0,Two Wheeler,142458.0,24,22.09,7397.0,0.4611,0.1596,1
INR0032252,40,Delhi NCR,Professional,12.7,1080365.0,Owned,634.0,2,1,38952.0,107866.0,Consumer Durable,145486.0,18,17.96,9280.0,0.5357,0.1347,0
INR0008515,49,Hyderabad,Salaried,18.3,1121734.0,Owned,596.0,1,2,26780.0,55850.0,Personal Loan,129012.0,18,17.66,8211.0,0.3743,0.115,0
INR0058669,52,Bengaluru,Salaried,28.5,1761430.0,Rented,792.0,0,0,70430.0,85395.0,Business Loan,390880.0,18,8.0,23117.0,0.6373,0.2219,0
INR0024006,45,Delhi NCR,Professional,28.3,1617026.0,Family Owned,753.0,0,0,28364.0,97722.0,Personal Loan,554451.0,36,10.46,18010.0,0.3441,0.3429,0
INR0083030,52,Pune,Self Employed,26.9,1083227.0,Family Owned,751.0,2,0,5499.0,151382.0,Personal Loan,390879.0,60,13.24,8941.0,0.16,0.3608,0
INR0095025,42,Delhi NCR,Salaried,5.0,306812.0,Owned,535.0,1,1,9498.0,145573.0,Personal Loan,92388.0,36,22.45,3550.0,0.5103,0.3011,0
INR0047530,24,Tier 2/3,Self Employed,0.0,221489.0,Rented,661.0,1,0,7063.0,43854.0,Home Improvement,118814.0,36,14.35,4081.0,0.6038,0.5364,0
INR0016458,48,Tier 2/3,Salaried,27.7,287405.0,Rented,754.0,0,0,4368.0,89769.0,Two Wheeler,93221.0,24,10.83,4337.0,0.3635,0.3244,0
INR0018258,40,Bengaluru,Salaried,7.1,584612.0,Family Owned,682.0,1,0,8254.0,180948.0,Consumer Durable,202151.0,60,14.44,4750.0,0.2669,0.3458,0
INR0069685,57,Tier 2/3,Salaried,33.0,524266.0,Family Owned,855.0,0,0,23533.0,19361.0,Personal Loan,96171.0,48,8.0,2348.0,0.5924,0.1834,0
INR0088487,32,Hyderabad,Salaried,0.0,497295.0,Rented,654.0,1,0,5833.0,200478.0,Consumer Durable,249595.0,36,12.95,8404.0,0.3435,0.5019,0
INR0087289,25,Bengaluru,Salaried,0.0,987086.0,Owned,608.0,1,0,44871.0,102512.0,Personal Loan,567300.0,18,17.57,36080.0,0.9841,0.5747,0
INR0060993,58,Kolkata,Professional,23.6,777361.0,Owned,689.0,0,0,30935.0,146393.0,Two Wheeler,97878.0,24,14.68,4731.0,0.5506,0.1259,0
INR0046297,34,Kolkata,Salaried,3.2,350880.0,Rented,452.0,2,2,15967.0,30678.0,Consumer Durable,33239.0,12,28.47,3216.0,0.656,0.0947,1
INR0021089,38,Chennai,Salaried,4.8,291811.0,Rented,692.0,1,0,5696.0,20457.0,Consumer Durable,50173.0,24,13.39,2394.0,0.3327,0.1719,0
INR0016072,25,Chennai,Contract,0.0,163867.0,Family Owned,601.0,2,2,11944.0,24013.0,Two Wheeler,21425.0,24,22.62,1118.0,0.9566,0.1307,1
INR0061705,27,Hyderabad,Salaried,0.0,723678.0,Family Owned,666.0,0,0,13700.0,57098.0,Consumer Durable,468225.0,24,13.69,22413.0,0.5988,0.647,0
INR0058650,47,Bengaluru,Salaried,12.6,882440.0,Family Owned,676.0,1,0,16889.0,82284.0,Personal Loan,323110.0,36,16.91,11505.0,0.3861,0.3662,0
INR0019489,65,Tier 2/3,Salaried,28.7,606369.0,Family Owned,688.0,1,0,10156.0,15999.0,Two Wheeler,150120.0,36,14.85,5193.0,0.3038,0.2476,0
INR0008092,54,Delhi NCR,Salaried,24.8,494170.0,Owned,632.0,1,0,562.0,35990.0,Consumer Durable,161090.0,48,13.63,4372.0,0.1198,0.326,0
INR0066250,44,Mumbai,Professional,14.7,1471401.0,Rented,672.0,0,0,10820.0,117705.0,Personal Loan,177001.0,24,15.6,8632.0,0.1586,0.1203,0
INR0089121,23,Tier 2/3,Self Employed,0.0,120391.0,Owned,570.0,1,1,4080.0,16289.0,Home Improvement,26236.0,24,20.9,1347.0,0.5409,0.2179,0
INR0062545,32,Bengaluru,Salaried,3.7,517922.0,Owned,601.0,2,0,6260.0,160509.0,Home Improvement,841787.0,24,16.13,41271.0,1.1013,1.6253,1
INR0007771,29,Mumbai,Salaried,0.0,1589535.0,Family Owned,631.0,0,0,1309.0,327125.0,Home Improvement,258921.0,24,14.16,12451.0,0.1039,0.1629,0
INR0005605,35,Hyderabad,Salaried,5.2,933752.0,Rented,616.0,1,3,32303.0,106341.0,Two Wheeler,97124.0,60,20.75,2614.0,0.4487,0.104,1
INR0069124,28,Delhi NCR,Self Employed,0.0,405564.0,Rented,574.0,2,0,3817.0,25974.0,Two Wheeler,119820.0,24,18.72,6024.0,0.2912,0.2954,0
INR0078603,51,Chennai,Contract,24.7,1128431.0,Rented,595.0,2,1,28940.0,152755.0,Consumer Durable,662599.0,60,21.15,17981.0,0.499,0.5872,0
INR0044603,48,Tier 2/3,Salaried,25.2,,Family Owned,627.0,1,0,6730.0,28894.0,Business Loan,147533.0,18,16.7,9322.0,0.7738,0.5927,0
INR0082443,63,Mumbai,Salaried,33.5,949655.0,Rented,623.0,3,2,45219.0,126144.0,Business Loan,284618.0,24,19.93,14476.0,0.7543,0.2997,1
INR0062141,37,Delhi NCR,Salaried,17.7,253138.0,Owned,694.0,0,0,4771.0,38044.0,Personal Loan,172400.0,36,13.02,5810.0,0.5016,0.681,0
INR0054820,28,Bengaluru,Salaried,2.0,2230656.0,Rented,731.0,1,0,16902.0,328011.0,Business Loan,1564553.0,36,10.73,51024.0,0.3654,0.7014,0
INR0026466,61,Kolkata,Salaried,29.4,1259147.0,Rented,753.0,1,0,12193.0,95886.0,Personal Loan,224226.0,36,11.29,7372.0,0.1865,0.1781,0
INR0039884,55,Pune,Self Employed,27.4,1439954.0,Owned,661.0,0,1,19481.0,49150.0,Personal Loan,373830.0,36,12.87,12572.0,0.2671,0.2596,0
INR0063243,38,Delhi NCR,Salaried,5.4,853891.0,Rented,649.0,1,0,25332.0,93562.0,Personal Loan,337112.0,24,15.02,16349.0,0.5858,0.3948,0
INR0025495,41,Mumbai,Self Employed,15.8,1387101.0,Rented,670.0,2,0,4126.0,581024.0,Personal Loan,82497.0,18,16.43,5202.0,0.0807,0.0595,0
INR0091145,42,Chennai,Salaried,12.9,420879.0,Rented,716.0,1,0,6263.0,171239.0,Consumer Durable,256932.0,48,13.43,6948.0,0.3766,0.6105,0
INR0092252,50,Chennai,Contract,20.5,320966.0,Rented,681.0,1,0,6955.0,21237.0,Personal Loan,61231.0,60,13.02,1394.0,0.3122,0.1908,0
INR0074629,50,Mumbai,Self Employed,28.2,1583830.0,Family Owned,738.0,0,0,17935.0,109245.0,Home Improvement,1114463.0,36,13.25,37688.0,0.4214,0.7037,0
INR0015647,62,Tier 2/3,Salaried,35.6,635562.0,Rented,696.0,0,0,8919.0,76206.0,Consumer Durable,326748.0,18,10.73,19733.0,0.541,0.5141,0
INR0092592,38,Bengaluru,Salaried,10.5,510487.0,Family Owned,756.0,0,0,21062.0,63604.0,Personal Loan,214372.0,36,12.31,7152.0,0.6632,0.4199,0
INR0034773,29,Tier 2/3,Professional,0.0,354339.0,Family Owned,577.0,2,1,6042.0,15786.0,Two Wheeler,64218.0,24,18.71,3228.0,0.3139,0.1812,0
INR0011654,61,Delhi NCR,Salaried,34.8,698653.0,Rented,695.0,0,0,22987.0,48585.0,Home Improvement,132732.0,60,11.31,2906.0,0.4447,0.19,0
INR0030628,30,Bengaluru,Self Employed,0.0,356692.0,Owned,558.0,4,1,6348.0,39292.0,Personal Loan,334950.0,36,20.6,12551.0,0.6358,0.939,0
INR0044764,52,Chennai,Salaried,23.2,514711.0,Rented,772.0,0,0,26647.0,24136.0,Two Wheeler,101452.0,36,9.45,3248.0,0.697,0.1971,0
INR0053795,22,Kolkata,Contract,0.0,230702.0,Owned,547.0,3,4,10818.0,23047.0,Two Wheeler,124096.0,36,24.2,4881.0,0.8166,0.5379,1
INR0032492,41,Tier 2/3,Salaried,19.0,123262.0,Family Owned,808.0,0,0,185.0,9925.0,Business Loan,50487.0,36,8.07,1584.0,0.1722,0.4096,0
INR0054961,55,Ahmedabad,Self Employed,34.2,130781.0,Family Owned,752.0,0,0,856.0,21287.0,Personal Loan,68135.0,12,12.26,6062.0,0.6348,0.521,0
INR0063439,58,Tier 2/3,Self Employed,28.7,343846.0,Owned,737.0,0,0,1675.0,42291.0,Personal Loan,173449.0,60,8.0,3517.0,0.1812,0.5044,0
INR0079656,21,Chennai,Salaried,0.0,1043677.0,Owned,609.0,1,0,29616.0,42698.0,Two Wheeler,217126.0,48,18.04,6382.0,0.4139,0.208,0
INR0044069,50,Ahmedabad,Salaried,24.6,808838.0,Rented,722.0,1,0,17302.0,281618.0,Business Loan,379150.0,12,14.59,34148.0,0.7633,0.4688,0
INR0024026,24,Bengaluru,Contract,0.0,1736995.0,Owned,621.0,0,1,14948.0,909961.0,Consumer Durable,1577333.0,18,16.25,99335.0,0.7895,0.9081,1
INR0015967,62,Delhi NCR,Self Employed,32.0,816571.0,Owned,722.0,0,0,20126.0,59450.0,Personal Loan,247792.0,36,13.49,8407.0,0.4193,0.3035,0
INR0042393,49,Bengaluru,Salaried,17.2,423836.0,Owned,652.0,1,0,3969.0,41554.0,Consumer Durable,245760.0,24,15.1,11928.0,0.4501,0.5798,0
INR0082617,27,Kolkata,Contract,0.0,810199.0,Family Owned,603.0,1,1,30086.0,95490.0,Personal Loan,156874.0,24,18.52,7871.0,0.5622,0.1936,0
INR0002343,27,Bengaluru,Professional,2.3,1270875.0,Owned,555.0,2,2,41671.0,226463.0,Personal Loan,355299.0,36,23.73,13888.0,0.5246,0.2796,0
INR0056890,38,Mumbai,Salaried,9.6,859064.0,Rented,656.0,2,0,34439.0,474080.0,Personal Loan,721039.0,18,15.36,45105.0,1.1111,0.8393,0
INR0094549,52,Tier 2/3,Contract,28.0,301378.0,Rented,678.0,1,0,3067.0,69387.0,Personal Loan,80917.0,24,14.34,3898.0,0.2773,0.2685,0
INR0051182,24,Pune,Salaried,0.0,837259.0,Owned,,2,1,48135.0,42339.0,Home Improvement,638876.0,60,20.88,17239.0,0.937,0.7631,1
INR0089363,47,Mumbai,Salaried,23.5,767722.0,Rented,620.0,2,0,35223.0,40790.0,Personal Loan,500227.0,24,15.43,24356.0,0.9312,0.6516,1
INR0052499,52,Delhi NCR,Salaried,22.6,205573.0,Owned,695.0,1,0,3186.0,74863.0,Personal Loan,26661.0,18,16.51,1682.0,0.2842,0.1297,0
INR0040925,23,Hyderabad,Salaried,0.0,2473931.0,Family Owned,597.0,1,2,30214.0,255307.0,Personal Loan,576848.0,24,19.2,29134.0,0.2879,0.2332,0
