application_id,age,city_tier,employment_type,employment_years,annual_income_inr,residence_type,bureau_score,credit_inquiries_6m,overdue_accounts,existing_emi_inr,bank_balance_inr,loan_type,loan_amount_inr,loan_term_months,interest_rate,proposed_emi_inr,foir,loan_to_income_ratio,default
INR0016609,40,Tier 2/3,Salaried,14.4,354036.0,Owned,731.0,0,0,2193.0,,Home Improvement,69615.0,36,12.37,2325.0,0.1531,0.1966,0
INR0016610,49,Bengaluru,Salaried,23.2,1275650.0,Owned,669.0,0,0,42658.0,35980.0,Personal Loan,242373.0,36,17.24,8670.0,0.4828,0.19,0
INR0016611,58,Bengaluru,Salaried,24.3,739072.0,Rented,675.0,0,0,1897.0,74655.0,Home Improvement,1476708.0,24,13.13,70298.0,1.1722,1.9981,0
INR0016612,47,Mumbai,Self Employed,12.9,630149.0,Family Owned,618.0,1,0,23379.0,117151.0,Personal Loan,85048.0,36,17.3,3045.0,0.5032,0.135,0
INR0016613,23,Ahmedabad,Salaried,0.0,369183.0,Owned,637.0,0,0,11295.0,12253.0,Personal Loan,38611.0,24,16.34,1897.0,0.4288,0.1046,0
INR0016614,30,Bengaluru,Self Employed,3.4,918177.0,Rented,584.0,3,1,10621.0,81173.0,Two Wheeler,156992.0,24,22.07,8150.0,0.2453,0.171,0
INR0016615,55,Tier 2/3,Salaried,25.8,604001.0,Owned,672.0,0,0,12320.0,65111.0,Business Loan,46773.0,36,15.15,1625.0,0.2771,0.0774,0
INR0016616,44,Pune,Salaried,21.4,3581075.0,Owned,796.0,0,0,26434.0,431067.0,Personal Loan,479567.0,36,9.5,15363.0,0.1401,0.1339,0
INR0016617,24,Tier 2/3,Salaried,0.0,435307.0,Rented,631.0,1,0,18126.0,58936.0,Personal Loan,116166.0,18,16.83,7347.0,0.7022,0.2669,0
INR0016618,54,Pune,Salaried,21.1,1137208.0,Family Owned,726.0,0,0,14449.0,68752.0,Personal Loan,447113.0,60,13.71,10336.0,0.2615,0.3932,0
INR0016619,31,Kolkata,Salaried,0.0,275490.0,Owned,530.0,4,1,7391.0,70197.0,Personal Loan,34447.0,24,25.09,1840.0,0.4021,0.125,0
INR0016620,23,Ahmedabad,Salaried,1.4,120000.0,Rented,549.0,2,3,9431.0,14141.0,Consumer Durable,58678.0,48,24.94,1944.0,1.1374,0.489,1
INR0016621,25,Chennai,Contract,4.0,379034.0,Rented,627.0,1,3,13973.0,60066.0,Home Improvement,108268.0,24,20.58,5541.0,0.6178,0.2856,1
INR0016622,53,Ahmedabad,Salaried,20.7,219822.0,Rented,663.0,0,0,808.0,9372.0,Two Wheeler,103790.0,24,15.22,5043.0,0.3195,0.4722,0
INR0016623,21,Ahmedabad,Professional,0.0,634453.0,Rented,614.0,0,3,8317.0,65697.0,Business Loan,255600.0,12,18.42,23485.0,0.6015,0.4029,0
INR0016624,33,Mumbai,Salaried,0.0,351715.0,Rented,528.0,2,1,18300.0,95464.0,Consumer Durable,71777.0,36,19.83,2661.0,0.7152,0.2041,0
INR0016625,62,Ahmedabad,Salaried,37.5,159139.0,Owned,678.0,0,0,2892.0,53110.0,Consumer Durable,86196.0,24,15.48,4199.0,0.5347,0.5416,0
INR0016626,60,Delhi NCR,Salaried,31.7,655014.0,Rented,716.0,0,0,7459.0,45161.0,Consumer Durable,165755.0,24,12.39,7833.0,0.2801,0.2531,0
INR0016627,42,Hyderabad,Self Employed,11.9,929515.0,Rented,635.0,0,1,7835.0,164398.0,Business Loan,324143.0,36,19.16,11909.0,0.2549,0.3487,0
INR0016628,42,Mumbai,Self Employed,8.3,609354.0,Rented,587.0,2,0,4086.0,381158.0,Personal Loan,188702.0,12,20.32,17509.0,0.4253,0.3097,0
INR0016629,29,Mumbai,Salaried,0.0,1313502.0,Rented,652.0,1,0,1979.0,78232.0,Home Improvement,811782.0,48,16.17,23077.0,0.2289,0.618,0
INR0016630,62,Mumbai,Salaried,34.9,988357.0,Rented,713.0,1,0,20925.0,186123.0,Consumer Durable,282655.0,48,13.4,7639.0,0.3468,0.286,0
INR0016631,22,Delhi NCR,Salaried,0.0,1551740.0,Rented,612.0,0,0,44588.0,777338.0,Home Improvement,167311.0,12,17.85,15327.0,0.4633,0.1078,0
INR0016632,33,Mumbai,Salaried,5.0,590765.0,Owned,737.0,0,0,9101.0,65862.0,Business Loan,243651.0,12,11.33,21572.0,0.6231,0.4124,0
INR0016633,38,Delhi NCR,Salaried,15.2,277591.0,Rented,656.0,1,0,5063.0,29783.0,Consumer Durable,63109.0,60,14.62,1489.0,0.2832,0.2273,0
INR0016634,59,Hyderabad,Salaried,30.0,433999.0,Owned,694.0,0,0,2331.0,55752.0,Personal Loan,351508.0,48,12.56,9353.0,0.3231,0.8099,0
INR0016635,29,Chennai,Salaried,0.0,288044.0,Owned,594.0,1,0,9768.0,60318.0,Two Wheeler,61493.0,24,18.16,3075.0,0.535,0.2135,0
INR0016636,37,Tier 2/3,Salaried,11.7,569209.0,Family Owned,644.0,1,0,9478.0,31917.0,Personal Loan,210295.0,24,15.9,10287.0,0.4167,0.3695,0
INR0016637,53,Tier 2/3,Salaried,21.3,2369283.0,Owned,760.0,0,0,49104.0,164904.0,Personal Loan,567250.0,24,11.67,26615.0,0.3835,0.2394,0
INR0016638,47,Delhi NCR,Salaried,16.8,606574.0,Rented,627.0,1,3,11192.0,435958.0,Personal Loan,333099.0,60,21.07,9024.0,0.3999,0.5491,1
INR0016639,32,Chennai,Salaried,0.0,378407.0,Family Owned,526.0,3,3,14663.0,34547.0,Personal Loan,73234.0,60,24.66,2135.0,0.5327,0.1935,1
INR0016640,47,Chennai,Self Employed,15.1,795594.0,Owned,597.0,2,3,26515.0,139602.0,Consumer Durable,351456.0,24,21.2,18095.0,0.6729,0.4418,1
INR0016641,48,Bengaluru,Salaried,16.5,505109.0,Family Owned,595.0,1,0,9005.0,77453.0,Consumer Durable,130785.0,18,19.21,8420.0,0.414,0.2589,0
INR0016642,61,Hyderabad,Professional,30.7,2197075.0,Family Owned,759.0,0,0,138067.0,98861.0,Consumer Durable,301926.0,12,8.62,26351.0,0.898,0.1374,0
INR0016643,52,Ahmedabad,Salaried,28.1,171885.0,Rented,720.0,0,0,1923.0,14819.0,Business Loan,64473.0,24,12.74,3057.0,0.3477,0.3751,0
INR0016644,49,Pune,Contract,18.5,596379.0,Rented,599.0,1,1,21261.0,74217.0,Two Wheeler,563593.0,60,19.73,14847.0,0.7265,0.945,0
INR0016645,57,Bengaluru,Contract,21.2,525826.0,Family Owned,719.0,1,0,10040.0,81968.0,Consumer Durable,549341.0,24,14.41,26482.0,0.8335,1.0447,0
INR0016646,22,Ahmedabad,Salaried,0.0,864095.0,Family Owned,554.0,3,0,9285.0,63197.0,Consumer Durable,79537.0,60,19.69,2093.0,0.158,0.092,0
INR0016647,46,Bengaluru,Self Employed,11.0,327688.0,Rented,649.0,1,0,2355.0,28776.0,Business Loan,260946.0,36,14.7,9007.0,0.4161,0.7963,0
INR0016648,25,Tier 2/3,Self Employed,1.3,359253.0,Family Owned,692.0,0,0,2885.0,26209.0,Business Loan,102612.0,36,12.73,3444.0,0.2114,0.2856,0
INR0016649,65,Tier 2/3,Salaried,32.7,201263.0,Rented,736.0,0,0,1072.0,11016.0,Consumer Durable,20047.0,24,10.27,928.0,0.1192,0.0996,0
INR0016650,63,Bengaluru,Salaried,40.0,308608.0,Rented,724.0,0,0,14387.0,15452.0,Consumer Durable,196743.0,18,11.84,11983.0,1.0254,0.6375,0
INR0016651,54,Tier 2/3,Salaried,27.9,749702.0,Owned,746.0,1,0,6322.0,84669.0,Personal Loan,100351.0,24,8.27,4551.0,0.174,0.1339,0
INR0016652,41,Tier 2/3,Salaried,14.1,224978.0,Family Owned,574.0,0,2,9427.0,57082.0,Two Wheeler,51878.0,36,19.07,1904.0,0.6044,0.2306,0
INR0016653,46,Hyderabad,Salaried,18.3,884757.0,Family Owned,596.0,2,3,38772.0,63292.0,Home Improvement,351716.0,36,21.08,13265.0,0.7058,0.3975,0
INR0016654,21,Mumbai,Self Employed,0.0,2046464.0,Rented,585.0,2,2,97048.0,61442.0,Personal Loan,1251249.0,24,20.23,63826.0,0.9433,0.6114,1
INR0016655,30,Tier 2/3,Salaried,0.0,284856.0,Rented,623.0,0,1,5108.0,11781.0,Consumer Durable,33910.0,36,16.98,1209.0,0.2661,0.119,0
INR0016656,55,Chennai,Salaried,24.8,832404.0,Rented,623.0,0,3,29604.0,154946.0,Personal Loan,138854.0,24,18.43,6961.0,0.5271,0.1668,0
INR0016657,29,Delhi NCR,Self Employed,5.2,428908.0,Owned,630.0,0,1,9178.0,45718.0,Two Wheeler,33094.0,24,14.91,1603.0,0.3016,0.0772,0
INR0016658,48,Pune,Self Employed,19.9,936850.0,Rented,766.0,0,0,39838.0,278968.0,Personal Loan,137210.0,18,11.5,8336.0,0.6171,0.1465,0
INR0016659,41,Chennai,Salaried,22.2,402281.0,Owned,697.0,1,0,785.0,81929.0,Consumer Durable,139349.0,24,12.65,6602.0,0.2204,0.3464,0
INR0016660,33,Mumbai,Salaried,3.7,441837.0,Rented,751.0,1,0,7399.0,47515.0,Consumer Durable,208405.0,36,12.49,6971.0,0.3903,0.4717,0
INR0016661,50,Tier 2/3,Salaried,21.8,594436.0,Rented,669.0,1,0,7039.0,102286.0,Business Loan,245009.0,48,14.17,6717.0,0.2777,0.4122,0
INR0016662,24,Delhi NCR,Salaried,0.0,1262899.0,Rented,690.0,0,0,46468.0,91757.0,Two Wheeler,336907.0,18,13.52,20784.0,0.639,0.2668,0
INR0016663,54,Hyderabad,Salaried,16.3,555169.0,Rented,650.0,3,1,12671.0,246744.0,Consumer Durable,78498.0,60,16.45,1928.0,0.3156,0.1414,0
INR0016664,29,Ahmedabad,Salaried,5.4,397570.0,Family Owned,640.0,1,1,22471.0,21311.0,Home Improvement,143291.0,18,17.18,9087.0,0.9525,0.3604,1
INR0016665,36,Mumbai,Self Employed,6.9,432801.0,Owned,655.0,1,0,15215.0,30956.0,Personal Loan,42635.0,36,16.71,1514.0,0.4638,0.0985,0
INR0016666,29,Kolkata,Salaried,0.0,552864.0,Owned,483.0,4,2,16886.0,102136.0,Business Loan,241790.0,24,27.62,13225.0,0.6536,0.4373,1
INR0016667,36,Pune,Salaried,0.2,311402.0,Family Owned,676.0,0,2,6800.0,29541.0,Personal Loan,33150.0,12,16.54,3016.0,0.3783,0.1065,0
INR0016668,27,Hyderabad,Salaried,1.1,319633.0,Rented,696.0,0,0,2694.0,13506.0,Personal Loan,406569.0,60,12.66,9180.0,0.4458,1.272,0
INR0016669,57,Hyderabad,Salaried,29.6,516893.0,Rented,706.0,0,0,23226.0,35404.0,Personal Loan,39440.0,36,14.53,1358.0,0.5707,0.0763,0
INR0016670,53,Tier 2/3,Salaried,29.6,309010.0,Owned,743.0,1,0,6534.0,15014.0,Consumer Durable,92006.0,24,10.13,4251.0,0.4188,0.2977,0
INR0016671,61,Tier 2/3,Salaried,32.0,378694.0,Owned,720.0,0,1,6213.0,155786.0,Personal Loan,117431.0,48,13.92,3204.0,0.2984,0.3101,0
INR0016672,37,Mumbai,Salaried,13.0,875061.0,Owned,607.0,1,1,13834.0,262871.0,Personal Loan,513861.0,18,17.41,32643.0,0.6374,0.5872,0
INR0016673,35,Bengaluru,Self Employed,9.2,862182.0,Owned,639.0,1,0,10897.0,109714.0,Personal Loan,188918.0,12,18.39,17355.0,0.3932,0.2191,0
INR0016674,34,Hyderabad,Salaried,2.5,520400.0,Rented,595.0,6,1,12463.0,10781.0,Consumer Durable,192495.0,36,19.75,7129.0,0.4518,0.3699,1
INR0016675,54,Tier 2/3,Salaried,23.9,531876.0,Owned,689.0,1,0,8874.0,54244.0,Two Wheeler,48462.0,18,14.36,3009.0,0.2681,0.0911,0
INR0016676,24,Tier 2/3,Salaried,0.0,416631.0,Owned,563.0,1,0,3748.0,15833.0,Consumer Durable,262639.0,24,19.48,13300.0,0.491,0.6304,0
INR0016677,57,Bengaluru,Salaried,25.2,588976.0,Family Owned,800.0,0,0,21327.0,44750.0,Personal Loan,88238.0,36,9.45,2824.0,0.4921,0.1498,0
INR0016678,21,Tier 2/3,Self Employed,0.0,236503.0,Rented,608.0,2,1,11994.0,20116.0,Consumer Durable,168695.0,36,17.76,6078.0,0.917,0.7133,0
INR0016679,27,Bengaluru,Salaried,0.0,719650.0,Family Owned,596.0,1,0,4713.0,131510.0,Business Loan,157383.0,18,19.01,10118.0,0.2473,0.2187,0
INR0016680,40,Delhi NCR,Salaried,9.4,582472.0,Owned,620.0,2,0,5061.0,38334.0,Consumer Durable,316820.0,48,16.4,9044.0,0.2906,0.5439,0
INR0016681,37,Pune,Salaried,15.7,334631.0,Owned,614.0,0,0,4903.0,38015.0,Two Wheeler,72568.0,24,14.46,3500.0,0.3013,0.2169,0
INR0016682,60,Bengaluru,Salaried,32.3,945641.0,Rented,841.0,0,0,22514.0,91684.0,Consumer Durable,738636.0,60,8.0,14977.0,0.4757,0.7811,0
INR0016683,48,Pune,Salaried,19.6,1388678.0,Family Owned,651.0,1,0,15274.0,163377.0,Home Improvement,846371.0,36,14.69,29212.0,0.3844,0.6095,0
INR0016684,34,Chennai,Salaried,5.8,1047112.0,Owned,725.0,0,0,11624.0,109378.0,Business Loan,393684.0,18,11.95,23998.0,0.4082,0.376,0
INR0016685,65,Tier 2/3,Self Employed,36.7,938632.0,Family Owned,791.0,1,0,19386.0,31055.0,Personal Loan,527433.0,48,9.84,13336.0,0.4183,0.5619,0
INR0016686,42,Tier 2/3,Contract,16.5,580599.0,Rented,629.0,2,0,10453.0,85022.0,Two Wheeler,84569.0,24,16.37,4156.0,0.3019,0.1457,0
INR0016687,48,Delhi NCR,Self Employed,10.3,351318.0,Rented,620.0,3,0,9282.0,26038.0,Business Loan,57571.0,24,18.34,2884.0,0.4155,0.1639,0
INR0016688,47,Hyderabad,Salaried,13.3,1873899.0,Rented,623.0,0,1,73696.0,198683.0,Personal Loan,1375078.0,24,16.68,67779.0,0.906,0.7338,1
INR0016689,32,Kolkata,Salaried,1.2,629151.0,Family Owned,508.0,1,1,26316.0,96953.0,Personal Loan,162528.0,36,22.99,6290.0,0.6219,0.2583,0
INR0016690,31,Delhi NCR,Professional,0.0,1337787.0,Owned,709.0,1,0,10776.0,,Personal Loan,699297.0,18,14.12,43337.0,0.4854,0.5227,0
INR0016691,23,Tier 2/3,Self Employed,0.0,146576.0,Rented,607.0,3,0,93.0,24640.0,Consumer Durable,32705.0,36,18.46,1190.0,0.1051,0.2231,1
INR0016692,40,Pune,Self Employed,7.7,1402497.0,Rented,574.0,2,0,17348.0,180201.0,Consumer Durable,484580.0,24,20.73,24836.0,0.3609,0.3455,0
INR0016693,64,Delhi NCR,Salaried,32.4,779448.0,Rented,656.0,1,0,20391.0,78032.0,Business Loan,92371.0,12,11.86,8201.0,0.4402,0.1185,0
INR0016694,49,Tier 2/3,Salaried,14.5,711695.0,Owned,643.0,0,0,8739.0,52054.0,Business Loan,688825.0,48,13.63,18697.0,0.4626,0.9679,0
INR0016695,40,Chennai,Salaried,8.8,739722.0,Rented,740.0,1,0,2155.0,36466.0,Home Improvement,109212.0,24,11.21,5101.0,0.1177,0.1476,0
INR0016696,45,Delhi NCR,Salaried,21.3,446647.0,Owned,729.0,0,0,16818.0,198655.0,Two Wheeler,177509.0,18,13.53,10952.0,0.7461,0.3974,0
INR0016697,32,Delhi NCR,Salaried,9.2,970277.0,Rented,735.0,1,0,26260.0,42825.0,Personal Loan,121811.0,24,11.17,5687.0,0.3951,0.1255,0
INR0016698,56,Tier 2/3,Contract,24.0,,Rented,619.0,1,1,24335.0,42848.0,Home Improvement,110203.0,36,16.05,3877.0,0.3682,0.1199,0
INR0016699,27,Tier 2/3,Salaried,0.0,513614.0,Rented,540.0,3,3,21681.0,99456.0,Personal Loan,22727.0,24,23.92,1201.0,0.5346,0.0442,1
INR0016700,28,Bengaluru,Professional,0.3,997228.0,Family Owned,666.0,1,1,5911.0,42844.0,Home Improvement,143112.0,60,16.11,3489.0,0.1131,0.1435,0
INR0016701,24,Mumbai,Self Employed,0.0,1174264.0,Rented,590.0,4,2,7779.0,59897.0,Consumer Durable,230301.0,60,20.92,6220.0,0.1431,0.1961,1
INR0016702,59,Mumbai,Salaried,35.3,703363.0,Family Owned,828.0,0,0,2890.0,46360.0,Personal Loan,107752.0,60,9.48,2262.0,0.0879,0.1532,0
INR0016703,24,Ahmedabad,Contract,0.0,329084.0,Owned,572.0,2,1,4252.0,135971.0,Consumer Durable,93958.0,24,18.52,4715.0,0.327,0.2855,1
INR0016704,32,Bengaluru,Salaried,0.0,1033112.0,Rented,583.0,2,1,7372.0,169821.0,Home Improvement,229196.0,24,17.83,11424.0,0.2183,0.2219,1
INR0016705,33,Chennai,Salaried,1.6,454728.0,Rented,613.0,2,1,25789.0,56706.0,Home Improvement,102620.0,36,20.22,3825.0,0.7815,0.2257,0
INR0016706,52,Bengaluru,Salaried,23.4,1429260.0,Rented,639.0,1,1,12766.0,160982.0,Personal Loan,166550.0,48,18.95,4976.0,0.149,0.1165,0
INR0016707,51,Chennai,Self Employed,20.0,658929.0,Owned,675.0,1,0,28457.0,49283.0,Consumer Durable,442500.0,18,12.26,27038.0,1.0106,0.6715,0
INR0016708,35,Pune,Salaried,7.9,1172671.0,Family Owned,610.0,1,0,7590.0,264755.0,Two Wheeler,349326.0,60,17.93,8857.0,0.1683,0.2979,0
INR0016709,46,Hyderabad,Salaried,19.7,455561.0,Owned,665.0,0,0,13949.0,63967.0,Business Loan,122333.0,36,13.69,4163.0,0.4771,0.2685,0
INR0016710,27,Delhi NCR,Professional,0.0,430283.0,Rented,613.0,1,0,4867.0,8546.0,Consumer Durable,76172.0,36,18.92,2789.0,0.2135,0.177,0
INR0016711,27,Hyderabad,Self Employed,7.5,644516.0,Family Owned,599.0,2,0,6013.0,8512.0,Home Improvement,240426.0,12,16.91,21917.0,0.52,0.373,0
INR0016712,56,Chennai,Salaried,32.0,561067.0,Rented,666.0,1,0,27826.0,11892.0,Consumer Durable,60990.0,24,14.93,2955.0,0.6583,0.1087,0
INR0016713,45,Hyderabad,Self Employed,16.6,461426.0,Rented,767.0,1,0,4633.0,45028.0,Personal Loan,132611.0,36,9.97,4277.0,0.2317,0.2874,0
INR0016714,47,Mumbai,Self Employed,19.4,621200.0,Owned,586.0,6,0,135.0,74979.0,Consumer Durable,73372.0,24,20.58,3755.0,0.0752,0.1181,1
INR0016715,33,Delhi NCR,Self Employed,3.7,1000694.0,Owned,666.0,1,0,30299.0,179949.0,Personal Loan,923930.0,60,15.75,22346.0,0.6313,0.9233,0
INR0016716,30,Hyderabad,Salaried,0.0,579797.0,Family Owned,630.0,1,0,10039.0,284291.0,Personal Loan,97062.0,24,15.85,4746.0,0.306,0.1674,0
INR0016717,46,Delhi NCR,Salaried,17.2,226548.0,Owned,593.0,0,1,6617.0,57295.0,Business Loan,31110.0,36,17.73,1121.0,0.4099,0.1373,0
INR0016718,52,Pune,Salaried,27.7,226283.0,Rented,705.0,0,0,3511.0,82664.0,Personal Loan,257641.0,24,12.17,12149.0,0.8305,1.1386,0
INR0016719,41,Bengaluru,Self Employed,12.2,701153.0,Owned,751.0,0,1,6368.0,63421.0,Personal Loan,168784.0,36,10.61,5495.0,0.203,0.2407,0
INR0016720,52,Delhi NCR,Salaried,25.7,701450.0,Rented,647.0,1,0,5226.0,73406.0,Two Wheeler,76950.0,36,14.65,2654.0,0.1348,0.1097,0
INR0016721,48,Ahmedabad,Salaried,25.2,729695.0,Owned,652.0,1,0,11955.0,93443.0,Two Wheeler,96754.0,24,15.04,4693.0,0.2738,0.1326,0
INR0016722,52,Bengaluru,Salaried,29.7,1001562.0,Family Owned,680.0,1,0,34215.0,134255.0,Two Wheeler,60432.0,12,13.01,5398.0,0.4746,0.0603,0
INR0016723,59,Delhi NCR,Salaried,22.5,630603.0,Owned,644.0,1,0,4169.0,118398.0,Consumer Durable,178408.0,18,15.05,11134.0,0.2912,0.2829,0
INR0016724,47,Tier 2/3,Salaried,9.7,309667.0,Rented,648.0,0,1,8170.0,22060.0,Personal Loan,84745.0,60,14.86,2010.0,0.3945,0.2737,0
INR0016725,54,Chennai,Salaried,32.7,272014.0,Owned,680.0,2,0,5996.0,72864.0,Home Improvement,150193.0,36,15.36,5233.0,0.4954,0.5522,0
INR0016726,38,Tier 2/3,Salaried,5.8,226473.0,Owned,,1,0,1874.0,37393.0,Personal Loan,26979.0,48,15.74,761.0,0.1396,0.1191,0
INR0016727,56,Delhi NCR,Self Employed,39.3,1351676.0,Rented,827.0,1,0,42218.0,132684.0,Personal Loan,115245.0,36,8.72,3650.0,0.4072,0.0853,0
INR0016728,49,Tier 2/3,Salaried,13.2,629191.0,Rented,583.0,3,1,15238.0,102085.0,Personal Loan,397856.0,24,19.72,20195.0,0.6758,0.6323,0
INR0016729,43,Tier 2/3,Salaried,12.2,711159.0,Rented,637.0,1,1,21061.0,76673.0,Two Wheeler,119395.0,36,15.54,4170.0,0.4257,0.1679,0
INR0016730,57,Mumbai,Professional,29.0,1753129.0,Owned,815.0,0,0,25854.0,109063.0,Personal Loan,1129301.0,48,9.22,28219.0,0.3701,0.6442,0
INR0016731,54,Hyderabad,Salaried,23.8,1034930.0,Family Owned,663.0,2,0,22275.0,392990.0,Consumer Durable,460155.0,24,15.73,22470.0,0.5188,0.4446,0
INR0016732,21,Ahmedabad,Self Employed,0.0,736324.0,Family Owned,505.0,1,1,17265.0,124497.0,Two Wheeler,135629.0,12,21.14,12638.0,0.4873,0.1842,1
INR0016733,39,Hyderabad,Salaried,8.2,1019811.0,Rented,658.0,2,0,7678.0,33108.0,Business Loan,464282.0,24,15.98,22728.0,0.3578,0.4553,0
INR0016734,58,Bengaluru,Self Employed,28.3,1060564.0,Owned,740.0,1,0,16710.0,181712.0,Business Loan,402164.0,18,14.24,24945.0,0.4713,0.3792,0
INR0016735,41,Tier 2/3,Salaried,17.6,1124458.0,Rented,644.0,0,0,3239.0,247016.0,Two Wheeler,360648.0,24,15.43,17561.0,0.222,0.3207,0
INR0016736,57,Ahmedabad,Self Employed,28.6,544928.0,Rented,712.0,0,0,186.0,211285.0,Personal Loan,94841.0,24,11.34,4435.0,0.1018,0.174,0
INR0016737,57,Tier 2/3,Salaried,34.0,554174.0,Owned,728.0,1,0,2827.0,77377.0,Home Improvement,682631.0,36,13.22,23073.0,0.5608,1.2318,0
INR0016738,32,Tier 2/3,Salaried,3.6,293541.0,Rented,660.0,1,0,2902.0,13947.0,Consumer Durable,119490.0,24,15.95,5848.0,0.3577,0.4071,0
INR0016739,45,Tier 2/3,Self Employed,12.3,963915.0,Rented,682.0,1,0,31544.0,22793.0,Two Wheeler,244021.0,24,13.57,11666.0,0.5379,0.2532,0
INR0016740,62,Kolkata,Salaried,35.4,633670.0,Owned,712.0,0,0,3839.0,54065.0,Home Improvement,516458.0,48,12.43,13708.0,0.3323,0.815,0
INR0016741,44,Pune,Professional,6.2,732091.0,Rented,591.0,0,1,26922.0,106896.0,Personal Loan,291267.0,36,17.91,10517.0,0.6137,0.3979,0
INR0016742,62,Tier 2/3,Salaried,34.8,795352.0,Rented,731.0,0,0,32718.0,59023.0,Consumer Durable,153154.0,18,10.28,9218.0,0.6327,0.1926,0
INR0016743,61,Pune,Salaried,31.2,518769.0,Rented,665.0,0,1,18724.0,58369.0,Home Improvement,175509.0,36,16.87,6246.0,0.5776,0.3383,0
INR0016744,35,Mumbai,Salaried,2.6,3022100.0,Rented,840.0,1,0,30801.0,461507.0,Two Wheeler,312821.0,36,8.27,9841.0,0.1614,0.1035,0
INR0016745,34,Pune,Professional,5.9,1104165.0,Family Owned,590.0,2,2,29153.0,243355.0,Personal Loan,1689037.0,36,19.92,62698.0,0.9982,1.5297,1
INR0016746,44,Mumbai,Salaried,11.5,692048.0,Owned,615.0,3,0,7003.0,164063.0,Consumer Durable,275279.0,12,17.93,25228.0,0.5589,0.3978,0
INR0016747,27,Tier 2/3,Salaried,0.0,416002.0,Owned,558.0,1,1,3394.0,25365.0,Consumer Durable,239355.0,18,19.94,15495.0,0.5449,0.5754,0
INR0016748,63,Pune,Salaried,36.5,339016.0,Family Owned,704.0,1,0,10964.0,26037.0,Personal Loan,53579.0,60,13.11,1222.0,0.4313,0.158,0
INR0016749,46,Hyderabad,Professional,23.6,1596688.0,Rented,731.0,1,0,46831.0,374376.0,Personal Loan,115446.0,36,13.49,3917.0,0.3814,0.0723,0
INR0016750,28,Delhi NCR,Contract,5.0,449624.0,Rented,720.0,0,0,1821.0,12012.0,Consumer Durable,57569.0,60,11.12,1255.0,0.0821,0.128,0
INR0016751,31,Hyderabad,Salaried,0.0,472323.0,Owned,577.0,2,1,27186.0,95431.0,Two Wheeler,24347.0,24,22.7,1272.0,0.723,0.0515,0
INR0016752,39,Bengaluru,Self Employed,11.9,442764.0,Family Owned,646.0,0,0,11818.0,114302.0,Consumer Durable,149811.0,18,13.85,9265.0,0.5714,0.3384,0
INR0016753,43,Ahmedabad,Self Employed,11.1,467527.0,Rented,609.0,1,0,12265.0,191580.0,Two Wheeler,72090.0,24,15.18,3502.0,0.4047,0.1542,0
INR0016754,34,Pune,Salaried,2.8,1408982.0,Rented,623.0,0,0,30910.0,50979.0,Two Wheeler,179440.0,36,16.73,6374.0,0.3175,0.1274,0
INR0016755,24,Hyderabad,Professional,2.1,495284.0,Rented,647.0,1,1,23311.0,56178.0,Consumer Durable,82289.0,24,17.18,4076.0,0.6635,0.1661,0
INR0016756,45,Delhi NCR,Salaried,15.1,964942.0,Owned,721.0,0,0,14825.0,,Consumer Durable,230814.0,18,12.05,14081.0,0.3595,0.2392,0
INR0016757,43,Hyderabad,Professional,18.2,688962.0,Family Owned,734.0,0,0,8143.0,77813.0,Consumer Durable,160099.0,18,11.87,9753.0,0.3117,0.2324,0
INR0016758,50,Chennai,Salaried,15.8,434778.0,Family Owned,596.0,1,0,15225.0,107997.0,Personal Loan,126921.0,18,19.05,8162.0,0.6455,0.2919,0
INR0016759,50,Tier 2/3,Self Employed,20.7,1512515.0,Owned,700.0,1,0,73000.0,217553.0,Consumer Durable,281375.0,60,13.78,6515.0,0.6309,0.186,0
INR0016760,50,Tier 2/3,Salaried,23.7,358455.0,Owned,682.0,1,0,15666.0,39733.0,Personal Loan,514839.0,24,15.02,24968.0,1.25,1.4363,0
INR0016761,64,Kolkata,Salaried,33.8,1150429.0,Owned,763.0,0,0,36384.0,189644.0,Consumer Durable,286658.0,18,9.87,17199.0,0.5589,0.2492,0
INR0016762,41,Bengaluru,Contract,15.1,567698.0,Owned,631.0,2,0,4724.0,205304.0,Personal Loan,308611.0,48,14.41,8497.0,0.2795,0.5436,0
INR0016763,50,Mumbai,Salaried,16.9,212651.0,Family Owned,629.0,2,0,7198.0,9803.0,Two Wheeler,20000.0,36,17.89,722.0,0.4469,0.0941,0
INR0016764,33,Tier 2/3,Salaried,0.0,738848.0,Family Owned,606.0,1,0,41762.0,69835.0,Personal Loan,464493.0,36,18.66,16948.0,0.9535,0.6287,0
INR0016765,32,Tier 2/3,Self Employed,7.6,306044.0,Family Owned,624.0,1,1,4908.0,71902.0,Consumer Durable,32443.0,36,19.77,1202.0,0.2396,0.106,0
INR0016766,51,Mumbai,Self Employed,21.8,404886.0,Owned,647.0,3,0,7589.0,35036.0,Consumer Durable,134518.0,24,17.05,6654.0,0.4221,0.3322,0
INR0016767,56,Ahmedabad,Professional,21.8,434311.0,Owned,726.0,1,0,9944.0,19368.0,Personal Loan,136834.0,36,12.3,4564.0,0.4009,0.3151,0
INR0016768,29,Chennai,Salaried,0.0,494758.0,Owned,,1,0,29653.0,68733.0,Business Loan,329977.0,60,16.66,8141.0,0.9167,0.6669,0
